h,d,a,k,setPk_max,naysayerFors,naysayerForsHash,WotsHashNaysayer,wotsNaysayer,xmssNaysayer,setSign
3,2,4,59,66999,722005,1855101,1411412,1223307,689128,66708
3,2,4,60,66999,723086,1867492,1407780,1228376,690173,66708
3,2,5,47,66999,727190,1662273,1396361,1230966,685677,66696
3,2,5,48,66999,728553,1674225,1400398,1225549,687064,66708
3,2,6,39,66999,735248,1576864,1390473,1222628,685351,66708
3,2,6,40,66999,736929,1589373,1396648,1220599,687032,66708
3,2,7,34,66999,744718,1525642,1393121,1218280,685739,66708
3,2,8,30,66987,751083,1483800,1392163,1223414,686260,66708
3,2,9,26,66999,757739,1440137,1388687,1226799,685391,66708
3,2,10,24,66999,767452,1420846,1394426,1228206,687032,66708
3,2,12,20,66999,783447,1378838,1385411,1223770,686960,66708
3,2,13,18,66999,790200,1356298,1383912,1230977,685367,66708
3,2,14,17,66999,799399,1346960,1389563,1224382,686535,66708
3,2,15,16,66999,807856,1336795,1392449,1228261,686996,66708
3,2,16,15,66999,815648,1326395,1394415,1220254,687020,66708
3,2,17,14,66999,823377,1315326,1396800,1232045,686479,66708
3,2,18,13,66999,830262,1303911,1400858,1227262,685363,66708
3,2,20,12,66999,844858,1281532,1378952,1226021,683875,66708
3,2,24,10,66999,877066,1262757,1376137,1220769,683839,66708
3,2,26,9,66999,891786,1251704,1375287,1227468,682222,66708
3,2,30,8,not found,not found,not found,not found,not found,not found,not found
3,2,34,7,not found,not found,not found,not found,not found,not found,not found
3,2,39,6,not found,not found,not found,not found,not found,not found,not found
3,2,40,6,not found,not found,not found,not found,not found,not found,not found
3,2,47,5,not found,not found,not found,not found,not found,not found,not found
3,2,48,5,not found,not found,not found,not found,not found,not found,not found
3,2,59,4,not found,not found,not found,not found,not found,not found,not found
3,2,60,4,not found,not found,not found,not found,not found,not found,not found
4,2,4,59,66999,722287,1855311,1407603,1228175,689342,66696
4,2,4,60,66999,723368,1868170,1409326,1233007,690483,66708
4,2,5,47,66999,727472,1662411,1398073,1231858,685951,66708
4,2,5,48,66999,728835,1674483,1398577,1220528,687326,66708
4,2,6,39,66999,735566,1577398,1394968,1227572,685649,66708
4,2,6,40,66999,737175,1589091,1394602,1220493,687306,66708
4,2,7,34,66987,745000,1525924,1400399,1219730,686801,66708
4,2,8,30,66999,751365,1483962,1393565,1220624,686502,66708
4,2,9,26,66999,758021,1440419,1390182,1218769,685685,66708
4,2,10,24,66999,767734,1421152,1392115,1232544,687342,66708
4,2,12,20,66999,783729,1379024,1388569,1221032,687306,66708
4,2,13,18,66999,790482,1356580,1387722,1228162,685637,66708
4,2,14,17,66999,799645,1347050,1391144,1228620,686721,66708
4,2,15,16,66999,808174,1337197,1390278,1220885,687306,66708
4,2,16,15,66999,815966,1326797,1393919,1234144,687282,66708
4,2,17,14,66999,823695,1315848,1395162,1224993,686805,66708
4,2,18,13,66987,830580,1304313,1397736,1231845,685585,66708
4,2,20,12,66999,848278,1295467,1402797,1224876,687314,66708
4,2,24,10,66999,877348,1263039,1379350,1222006,684109,66708
4,2,26,9,66999,892068,1251962,1379293,1217293,682512,66708
4,2,30,8,not found,not found,not found,not found,not found,not found,not found
4,2,34,7,not found,not found,not found,not found,not found,not found,not found
4,2,39,6,not found,not found,not found,not found,not found,not found,not found
4,2,40,6,not found,not found,not found,not found,not found,not found,not found
4,2,47,5,not found,not found,not found,not found,not found,not found,not found
4,2,48,5,not found,not found,not found,not found,not found,not found,not found
4,2,59,4,not found,not found,not found,not found,not found,not found,not found
4,2,60,4,not found,not found,not found,not found,not found,not found,not found
4,3,4,59,66999,722287,1855443,1418569,1227565,689398,66708
4,3,4,60,66999,723332,1867666,1416965,1232662,690455,66708
4,3,5,47,66999,730625,1714137,1424677,1231018,689112,66708
4,3,5,48,66999,731952,1726459,1426406,1228582,690403,66708
4,3,6,39,66999,735566,1577398,1400439,1231592,685645,66708
4,3,6,40,66987,737211,1589655,1403002,1229498,687278,66708
4,3,7,34,66987,744964,1525552,1402465,1228993,686789,66708
4,3,8,30,66999,751329,1483830,1402839,1234120,687298,66708
4,3,9,26,66999,758021,1440419,1400896,1231877,685673,66708
4,3,10,24,66999,767734,1421152,1403327,1225482,687290,66708
4,3,12,20,66999,783729,1379024,1402577,1220532,687290,66708
4,3,13,18,66999,790482,1356580,1396198,1223841,685649,66708
4,3,14,17,66999,799681,1347254,1399281,1221556,686793,66708
4,3,15,16,66999,808138,1337077,1399417,1229181,687302,66708
4,3,16,15,66999,815966,1326797,1400035,1232904,687290,66708
4,3,17,14,66999,823659,1315632,1400526,1228034,686761,66708
4,3,18,13,66999,830508,1303977,1402080,1233077,685585,66708
4,3,20,12,66987,848242,1295311,1403745,1221760,687262,66708
4,3,24,10,66987,880513,1274589,1401780,1233157,687238,66708
4,3,26,9,66999,895210,1262492,1401678,1223841,685681,66696
4,3,30,8,not found,not found,not found,not found,not found,not found,not found
4,3,34,7,not found,not found,not found,not found,not found,not found,not found
4,3,39,6,not found,not found,not found,not found,not found,not found,not found
4,3,40,6,not found,not found,not found,not found,not found,not found,not found
4,3,47,5,not found,not found,not found,not found,not found,not found,not found
4,3,48,5,not found,not found,not found,not found,not found,not found,not found
4,3,59,4,not found,not found,not found,not found,not found,not found,not found
4,3,60,4,not found,not found,not found,not found,not found,not found,not found
5,2,4,59,66999,722569,1855725,1406320,1231221,689636,66708
5,2,4,60,66999,723614,1867492,1408886,1232615,690705,66708
5,2,5,47,66987,727754,1662837,1399054,1224397,686233,66708
5,2,5,48,66999,729117,1674645,1399076,1229788,687620,66708
5,2,6,39,66987,735848,1577608,1396478,1224765,685907,66708
5,2,6,40,66999,737493,1589937,1395209,1225412,687600,66708
5,2,7,34,66999,745282,1526206,1400368,1232669,687071,66708
5,2,8,30,66999,751647,1484244,1392379,1223978,686808,66708
5,2,9,26,66999,758303,1440629,1390128,1227680,685967,66708
5,2,10,24,66999,768016,1421338,1393974,1221397,687624,66708
5,2,12,20,66987,783975,1379090,1387913,1229329,687564,66708
5,2,13,18,66999,790692,1356406,1387318,1223429,685847,66708
5,2,14,17,66999,799963,1347488,1391426,1228962,687027,66696
5,2,15,16,66999,808420,1337359,1391174,1230434,687624,66696
5,2,16,15,66999,816212,1326815,1393623,1220794,687540,66708
5,2,17,14,66999,823977,1316106,1394180,1232669,687075,66708
5,2,18,13,66999,830862,1304595,1398307,1232452,685927,66708
5,2,20,12,66999,848560,1295761,1403392,1225459,687584,66708
5,2,24,10,66999,877630,1263321,1379728,1230957,684403,66708
5,2,26,9,66999,892350,1252268,1378997,1216949,682770,66708
5,2,30,8,not found,not found,not found,not found,not found,not found,not found
5,2,34,7,not found,not found,not found,not found,not found,not found,not found
5,2,39,6,not found,not found,not found,not found,not found,not found,not found
5,2,40,6,not found,not found,not found,not found,not found,not found,not found
5,2,47,5,not found,not found,not found,not found,not found,not found,not found
5,2,48,5,not found,not found,not found,not found,not found,not found,not found
5,2,59,4,not found,not found,not found,not found,not found,not found,not found
5,2,60,4,not found,not found,not found,not found,not found,not found,not found
5,3,4,59,66999,722533,1855161,1419561,1228497,689656,66708
5,3,4,60,66999,723650,1868452,1417680,1233281,690761,66708
5,3,5,47,66999,730907,1714275,1425838,1227910,689358,66708
5,3,5,48,66987,732270,1727329,1426350,1236981,690769,66708
5,3,6,39,66999,735848,1577680,1400794,1219145,685915,66708
5,3,6,40,66999,737493,1589937,1402706,1229166,687572,66708
5,3,7,34,66999,745282,1526206,1402483,1233568,687035,66708
5,3,8,30,66999,751647,1484328,1402687,1233788,687568,66708
5,3,9,26,66999,758303,1440557,1402514,1224741,685955,66708
5,3,10,24,66999,767980,1421038,1403296,1229756,687536,66708
5,3,12,20,66999,784011,1379342,1402980,1234097,687572,66708
5,3,13,18,66999,790764,1356862,1396456,1219799,685907,66696
5,3,14,17,66999,799963,1347464,1398419,1229275,687087,66708
5,3,15,16,66999,808420,1337359,1399963,1233828,687620,66708
5,3,16,15,66999,816248,1327007,1401388,1225479,687608,66708
5,3,17,14,66999,823977,1316070,1402132,1225251,687043,66696
5,3,18,13,66999,830754,1304139,1401833,1233034,685867,66708
5,3,20,12,66999,848524,1295641,1403990,1221777,687604,66708
5,3,24,10,66999,880795,1274871,1403854,1221757,687568,66708
5,3,26,9,66987,895492,1262774,1401419,1228079,685915,66708
5,3,30,8,not found,not found,not found,not found,not found,not found,not found
5,3,34,7,not found,not found,not found,not found,not found,not found,not found
5,3,39,6,not found,not found,not found,not found,not found,not found,not found
5,3,40,6,not found,not found,not found,not found,not found,not found,not found
5,3,47,5,not found,not found,not found,not found,not found,not found,not found
5,3,48,5,not found,not found,not found,not found,not found,not found,not found
5,3,59,4,not found,not found,not found,not found,not found,not found,not found
5,3,60,4,not found,not found,not found,not found,not found,not found,not found
5,4,4,59,66999,722533,1855161,1423017,1228497,689656,66708
5,4,4,60,66999,723650,1868452,1422288,1233281,690761,66708
5,4,5,47,66999,730907,1714275,1425838,1227910,689358,66708
5,4,5,48,66999,732270,1727329,1426350,1236981,690769,66708
5,4,6,39,66987,738966,1620000,1423821,1222220,688996,66708
5,4,6,40,66999,740611,1633217,1425877,1232278,690689,66708
5,4,7,34,66999,748448,1563454,1425462,1236681,690152,66708
5,4,8,30,66999,754803,1517254,1425930,1236937,690709,66708
5,4,9,26,66999,758303,1440557,1402514,1224741,685955,66708
5,4,10,24,66999,768016,1421338,1403296,1229756,687572,66708
5,4,12,20,66999,784011,1379342,1403220,1234109,687572,66708
5,4,13,18,66999,790764,1356862,1401832,1219799,685907,66708
5,4,14,17,66987,799963,1347464,1402775,1229275,687087,66708
5,4,15,16,66999,808420,1337359,1403035,1233828,687620,66708
5,4,16,15,66999,816248,1327007,1403308,1225479,687608,66708
5,4,17,14,66999,823977,1316070,1402900,1225251,687043,66708
5,4,18,13,66999,830826,1304475,1402361,1233106,685939,66708
5,4,20,12,66999,848524,1295641,1403990,1221777,687604,66708
5,4,24,10,66999,880723,1274607,1403326,1221685,687496,66708
5,4,26,9,66987,895492,1262774,1401419,1228079,685915,66708
5,4,30,8,not found,not found,not found,not found,not found,not found,not found
5,4,34,7,not found,not found,not found,not found,not found,not found,not found
5,4,39,6,not found,not found,not found,not found,not found,not found,not found
5,4,40,6,not found,not found,not found,not found,not found,not found,not found
5,4,47,5,not found,not found,not found,not found,not found,not found,not found
5,4,48,5,not found,not found,not found,not found,not found,not found,not found
5,4,59,4,not found,not found,not found,not found,not found,not found,not found
5,4,60,4,not found,not found,not found,not found,not found,not found,not found
6,2,4,59,66999,722851,1856007,1409351,1224410,689942,66708
6,2,4,60,66999,723896,1868230,1405728,1228608,691003,66708
6,2,5,47,66999,728036,1663119,1399648,1230280,686515,66696
6,2,5,48,66999,729399,1674975,1403265,1234066,687810,66696
6,2,6,39,66999,736058,1577230,1392129,1231102,686189,66708
6,2,6,40,66999,737775,1590219,1395810,1233979,687838,66696
6,2,7,34,66999,745564,1526488,1398794,1234199,687353,66708
6,2,8,30,66999,751929,1484502,1395777,1229825,687086,66708
6,2,9,26,66999,758585,1440911,1390493,1224608,686261,66708
6,2,10,24,66987,768298,1421716,1394152,1221283,687886,66708
6,2,12,20,66999,784293,1379564,1389250,1230546,687838,66696
6,2,13,18,66999,791046,1357144,1384721,1227629,686213,66708
6,2,14,17,66999,800209,1347614,1389265,1225172,687265,66708
6,2,15,16,66987,808738,1337761,1392702,1225745,687886,66708
6,2,16,15,66999,816530,1327361,1390902,1225745,687822,66708
6,2,17,14,66987,824259,1316412,1393255,1233256,687377,66696
6,2,18,13,66987,831108,1304757,1394902,1231783,686213,66708
6,2,20,12,66999,848842,1296043,1400892,1222035,687870,66696
6,2,24,10,66987,877912,1263603,1380644,1218860,684697,66708
6,2,26,9,66987,892632,1252550,1378143,1224636,683068,66708
6,2,30,8,not found,not found,not found,not found,not found,not found,not found
6,2,34,7,not found,not found,not found,not found,not found,not found,not found
6,2,39,6,not found,not found,not found,not found,not found,not found,not found
6,2,40,6,not found,not found,not found,not found,not found,not found,not found
6,2,47,5,not found,not found,not found,not found,not found,not found,not found
6,2,48,5,not found,not found,not found,not found,not found,not found,not found
6,2,59,4,not found,not found,not found,not found,not found,not found,not found
6,2,60,4,not found,not found,not found,not found,not found,not found,not found
6,3,4,59,66999,722815,1855287,1416035,1231816,689918,66708
6,3,4,60,66987,723932,1868698,1414663,1236962,691035,66696
6,3,5,47,66987,731189,1714701,1426517,1228477,689656,66708
6,3,5,48,66999,732552,1727587,1427933,1234482,691031,66708
6,3,6,39,66999,739284,1620762,1424751,1231212,689330,66708
6,3,6,40,66999,740893,1633499,1428073,1225816,690963,66708
6,3,7,34,66987,745564,1526440,1402812,1224931,687365,66708
6,3,8,30,66999,751893,1484274,1404136,1235021,687858,66708
6,3,9,26,66999,758549,1440587,1402122,1220089,686213,66708
6,3,10,24,66987,768262,1421416,1402098,1228802,687870,66684
6,3,12,20,66999,784293,1379564,1403940,1222039,687882,66708
6,3,13,18,66999,791010,1357024,1402194,1220097,686201,66708
6,3,14,17,66999,800245,1347770,1397493,1220892,687369,66708
6,3,15,16,66999,808738,1337761,1398748,1233805,687882,66708
6,3,16,15,66999,816530,1327361,1400554,1234407,687858,66708
6,3,17,14,66999,824259,1316412,1402425,1222172,687369,66708
6,3,18,13,66987,831144,1304877,1401303,1228995,686185,66696
6,3,20,12,66999,848842,1296043,1403000,1220791,687890,66708
6,3,24,10,66975,881077,1275153,1403293,1234074,687838,66708
6,3,26,9,66999,895738,1262936,1401685,1228405,686241,66708
6,3,30,8,not found,not found,not found,not found,not found,not found,not found
6,3,34,7,not found,not found,not found,not found,not found,not found,not found
6,3,39,6,not found,not found,not found,not found,not found,not found,not found
6,3,40,6,not found,not found,not found,not found,not found,not found,not found
6,3,47,5,not found,not found,not found,not found,not found,not found,not found
6,3,48,5,not found,not found,not found,not found,not found,not found,not found
6,3,59,4,not found,not found,not found,not found,not found,not found,not found
6,3,60,4,not found,not found,not found,not found,not found,not found,not found
6,4,4,59,66999,722851,1856007,1423949,1233734,689974,66708
6,4,4,60,66999,723932,1868602,1422330,1224909,691043,66708
6,4,5,47,66999,731189,1714701,1426794,1224493,689676,66708
6,4,5,48,66999,732552,1727611,1426933,1224568,691015,66708
6,4,6,39,66999,739248,1620282,1425594,1232191,689326,66708
6,4,6,40,66999,740929,1633919,1427194,1229230,691019,66708
6,4,7,34,66999,748730,1563736,1426261,1224316,690446,66708
6,4,8,30,66999,755013,1516948,1426539,1225114,690979,66708
6,4,9,26,66999,758585,1440911,1401857,1232742,686237,66708
6,4,10,24,66999,768298,1421716,1405131,1222974,687854,66708
6,4,12,20,66999,784221,1379060,1403791,1234668,687794,66708
6,4,13,18,66999,791046,1357084,1402355,1224694,686189,66708
6,4,14,17,66999,800245,1347830,1403394,1221229,687381,66708
6,4,15,16,66999,808738,1337821,1404557,1222368,687878,66708
6,4,16,15,66999,816530,1327361,1404890,1231354,687890,66708
6,4,17,14,66999,824259,1316352,1402773,1233866,687325,66696
6,4,18,13,66987,831144,1304865,1402692,1220683,686197,66708
6,4,20,12,66999,848842,1296043,1403008,1233777,687862,66708
6,4,24,10,66999,881041,1275021,1402933,1234046,687826,66708
6,4,26,9,66999,895630,1262636,1401799,1233268,686137,66708
6,4,30,8,not found,not found,not found,not found,not found,not found,not found
6,4,34,7,not found,not found,not found,not found,not found,not found,not found
6,4,39,6,not found,not found,not found,not found,not found,not found,not found
6,4,40,6,not found,not found,not found,not found,not found,not found,not found
6,4,47,5,not found,not found,not found,not found,not found,not found,not found
6,4,48,5,not found,not found,not found,not found,not found,not found,not found
6,4,59,4,not found,not found,not found,not found,not found,not found,not found
6,4,60,4,not found,not found,not found,not found,not found,not found,not found
6,5,4,59,66999,722779,1854567,1427093,1233662,689902,66696
6,5,4,60,66987,723932,1868602,1426938,1224909,691043,66708
6,5,5,47,66999,731189,1714701,1426794,1224493,689676,66708
6,5,5,48,66999,732516,1727023,1426669,1224532,690979,66708
6,5,6,39,66999,739284,1620762,1425858,1232227,689362,66708
6,5,6,40,66999,740893,1633427,1426930,1229194,690983,66708
6,5,7,34,66975,748730,1563736,1426261,1224316,690446,66708
6,5,8,30,66999,755049,1517320,1426803,1225150,691015,66708
6,5,9,26,66999,761741,1469521,1425100,1235891,689378,66708
6,5,10,24,66999,771383,1447575,1428110,1226085,690923,66708
6,5,12,20,66999,787403,1401484,1426794,1237805,690971,66696
6,5,13,18,66999,794169,1376903,1425166,1227806,689294,66708
6,5,14,17,66999,803368,1366642,1426373,1224340,690486,66708
6,5,15,16,66999,811873,1355532,1427536,1225479,690983,66708
6,5,16,15,66999,819654,1344067,1427869,1234466,690995,66696
6,5,17,14,66999,827420,1332150,1425992,1237015,690466,66708
6,5,18,13,66999,834306,1319637,1425935,1223830,689338,66708
6,5,20,12,66999,851993,1309707,1426251,1236926,691003,66708
6,5,24,10,66999,881041,1275021,1402933,1234046,687826,66708
6,5,26,9,66999,895738,1262996,1402591,1233376,686245,66708
6,5,30,8,not found,not found,not found,not found,not found,not found,not found
6,5,34,7,not found,not found,not found,not found,not found,not found,not found
6,5,39,6,not found,not found,not found,not found,not found,not found,not found
6,5,40,6,not found,not found,not found,not found,not found,not found,not found
6,5,47,5,not found,not found,not found,not found,not found,not found,not found
6,5,48,5,not found,not found,not found,not found,not found,not found,not found
6,5,59,4,not found,not found,not found,not found,not found,not found,not found
6,5,60,4,not found,not found,not found,not found,not found,not found,not found
7,2,4,59,66999,723133,1856289,1409404,1228752,690224,66708
7,2,4,60,66999,724214,1868656,1405311,1232352,691309,66708
7,2,5,47,66999,728282,1662897,1398895,1229599,686785,66708
7,2,5,48,66999,729681,1675329,1404234,1230934,688128,66708
7,2,6,39,66987,736412,1578244,1394072,1224291,686483,66708
7,2,6,40,66999,738057,1590405,1396418,1226205,688072,66708
7,2,7,34,66987,745846,1526770,1398763,1234156,687611,66708
7,2,8,30,66999,752211,1484808,1394602,1228566,687368,66708
7,2,9,26,66987,758867,1441265,1390077,1224252,686543,66708
7,2,10,24,66999,768508,1421446,1394735,1230531,688108,66708
7,2,12,20,66999,784575,1379966,1388016,1229576,688144,66708
7,2,13,18,66999,791292,1357198,1385243,1219270,686483,66708
7,2,14,17,66999,800527,1348088,1389450,1233835,687619,66708
